Age,Gender,Occupation,Income,Product_Category,Purchased
23,Male,Student,68691,Clothing,1
53,Female,Self-employed,19561,Books,0
24,Female,Employee,89473,Health,0
42,Female,Self-employed,15852,Books,0
45,Female,Student,35165,Clothing,1
55,Female,Self-employed,76001,Electronics,1
56,Male,Self-employed,86320,Electronics,1
55,Male,Unemployed,65380,Books,0
16,Female,Employee,80641,Books,0
37,Male,Unemployed,95511,Health,0
37,Male,Student,27774,Health,0
64,Male,Student,21839,Cosmetics,0
55,Female,Employee,27875,Groceries,1
42,Female,Student,37443,Electronics,0
32,Male,Student,42969,Health,0
42,Male,Employee,74105,Electronics,1
16,Female,Student,10059,Groceries,0
27,Male,Self-employed,43756,Groceries,1
32,Female,Unemployed,28881,Clothing,1
62,Female,Self-employed,33353,Books,0
51,Male,Self-employed,33120,Groceries,1
28,Male,Unemployed,12194,Clothing,0
29,Female,Student,90062,Cosmetics,1
23,Male,Student,94223,Clothing,1
34,Female,Self-employed,92460,Groceries,1
44,Male,Unemployed,17810,Groceries,1
52,Female,Student,74090,Books,0
49,Female,Unemployed,30071,Health,1
59,Female,Student,82325,Electronics,0
29,Male,Employee,45512,Cosmetics,0
20,Male,Self-employed,10934,Groceries,0
63,Male,Self-employed,97900,Books,0
26,Female,Self-employed,48521,Books,0
26,Female,Employee,68523,Health,0
34,Female,Employee,93185,Books,0
55,Male,Unemployed,58632,Cosmetics,0
16,Female,Unemployed,28319,Health,0
47,Male,Unemployed,96078,Groceries,1
34,Male,Self-employed,59141,Books,0
46,Male,Self-employed,40713,Electronics,1
26,Female,Self-employed,82065,Electronics,1
16,Male,Employee,45807,Groceries,1
55,Female,Student,90831,Clothing,1
40,Female,Student,68128,Clothing,1
44,Male,Student,31416,Electronics,0
48,Female,Self-employed,33835,Books,0
41,Male,Employee,54756,Groceries,1
33,Female,Self-employed,16261,Groceries,1
46,Female,Employee,45379,Books,0
20,Female,Self-employed,21533,Electronics,0
16,Female,Employee,96148,Groceries,1
64,Male,Self-employed,43868,Cosmetics,0
29,Female,Employee,11362,Cosmetics,0
59,Male,Student,62659,Health,1
51,Male,Student,38919,Books,0
40,Female,Unemployed,53738,Clothing,1
54,Male,Employee,84035,Electronics,1
19,Male,Self-employed,25655,Books,0
39,Male,Employee,92620,Groceries,1
24,Male,Self-employed,87273,Clothing,1
63,Female,Unemployed,15068,Health,1
30,Male,Unemployed,94113,Clothing,1
51,Female,Employee,49941,Groceries,1
56,Male,Student,99549,Books,0
59,Female,Self-employed,29224,Books,0
24,Male,Unemployed,18742,Clothing,0
57,Female,Employee,64622,Electronics,1
55,Female,Unemployed,71889,Electronics,0
27,Female,Employee,43627,Electronics,1
53,Female,Student,38746,Health,1
63,Female,Student,53209,Books,0
60,Male,Self-employed,69139,Cosmetics,0
17,Female,Employee,68636,Clothing,1
27,Female,Employee,17589,Books,0
36,Female,Student,75927,Clothing,1
63,Male,Employee,20587,Health,1
25,Male,Employee,46520,Books,0
28,Male,Self-employed,37820,Health,0
32,Female,Employee,75363,Clothing,1
58,Male,Self-employed,21661,Clothing,0
37,Female,Student,90497,Books,0
34,Male,Unemployed,96201,Clothing,1
35,Male,Employee,35341,Books,0
23,Male,Unemployed,97362,Books,0
27,Female,Self-employed,33295,Groceries,1
22,Female,Student,79079,Clothing,1
32,Male,Employee,80285,Cosmetics,0
24,Male,Employee,98134,Groceries,1
33,Female,Self-employed,67370,Books,0
52,Female,Student,44772,Cosmetics,1
58,Male,Employee,65244,Health,1
63,Female,Unemployed,94612,Health,1
32,Female,Student,27726,Clothing,1
33,Male,Self-employed,41958,Electronics,1
28,Male,Employee,70788,Groceries,1
28,Female,Employee,42311,Books,0
40,Female,Unemployed,41275,Cosmetics,1
17,Male,Unemployed,85408,Cosmetics,0
35,Male,Employee,74182,Groceries,1
15,Female,Student,22412,Electronics,0
17,Male,Unemployed,16148,Groceries,1
43,Female,Self-employed,60719,Cosmetics,1
60,Female,Unemployed,58388,Health,1
61,Female,Unemployed,40005,Books,0
27,Female,Self-employed,89233,Groceries,1
58,Male,Unemployed,63367,Groceries,1
39,Female,Employee,94105,Health,0
19,Male,Self-employed,51687,Electronics,1
31,Male,Employee,52656,Clothing,1
41,Female,Employee,82944,Cosmetics,1
42,Male,Unemployed,51149,Electronics,0
55,Female,Employee,54828,Electronics,1
56,Male,Self-employed,91088,Cosmetics,0
34,Male,Employee,13327,Electronics,0
35,Male,Employee,82907,Groceries,1
16,Female,Unemployed,50949,Clothing,1
54,Female,Student,32432,Cosmetics,1
52,Male,Employee,28136,Clothing,1
32,Male,Unemployed,36334,Clothing,1
43,Female,Student,68911,Electronics,0
57,Male,Employee,31037,Health,1
32,Male,Unemployed,41294,Cosmetics,0
55,Male,Self-employed,21573,Cosmetics,0
15,Male,Self-employed,84727,Electronics,1
15,Male,Student,88583,Books,0
65,Female,Student,19614,Health,1
25,Male,Student,54224,Groceries,1
32,Male,Self-employed,32466,Cosmetics,0
28,Female,Unemployed,98950,Electronics,0
24,Female,Self-employed,83139,Cosmetics,1
50,Male,Self-employed,25419,Health,1
34,Male,Self-employed,57408,Electronics,1
34,Female,Student,58176,Health,0
17,Female,Unemployed,19139,Groceries,1
15,Male,Unemployed,27894,Cosmetics,0
53,Male,Unemployed,82907,Books,0
21,Male,Employee,77606,Books,0
47,Female,Student,22857,Clothing,0
43,Male,Employee,28560,Electronics,0
46,Male,Student,21828,Health,1
23,Female,Self-employed,46212,Electronics,1
60,Male,Employee,12354,Clothing,0
27,Male,Self-employed,43362,Groceries,1
17,Female,Self-employed,37016,Books,0
23,Male,Unemployed,38240,Health,0
44,Female,Employee,62384,Clothing,1
46,Male,Self-employed,98885,Cosmetics,0
50,Male,Student,69610,Health,1
60,Female,Employee,55357,Electronics,1
52,Male,Employee,80833,Books,0
23,Female,Unemployed,33887,Books,0
22,Male,Unemployed,91477,Groceries,1
43,Male,Student,51016,Books,0
20,Male,Unemployed,76419,Clothing,1
62,Female,Self-employed,16178,Books,0
41,Female,Unemployed,40354,Clothing,1
31,Male,Unemployed,27336,Groceries,1
62,Male,Unemployed,37779,Clothing,1
44,Female,Self-employed,64827,Health,0
27,Male,Unemployed,37262,Cosmetics,0
57,Male,Self-employed,77357,Health,1
42,Male,Self-employed,27342,Electronics,0
16,Female,Unemployed,24908,Groceries,1
41,Male,Unemployed,77188,Groceries,1
37,Male,Unemployed,54361,Health,0
53,Female,Unemployed,66603,Cosmetics,1
35,Female,Employee,71072,Cosmetics,1
40,Female,Self-employed,58172,Books,0
15,Female,Employee,58571,Cosmetics,1
40,Male,Unemployed,60180,Cosmetics,0
33,Female,Unemployed,51513,Health,0
61,Female,Self-employed,24550,Groceries,1
50,Male,Self-employed,42957,Health,1
25,Male,Employee,95496,Books,0
62,Female,Employee,68594,Groceries,1
54,Male,Student,24122,Health,1
25,Male,Unemployed,93162,Books,0
38,Male,Student,78320,Health,0
19,Female,Student,87960,Books,0
44,Female,Unemployed,69730,Books,0
61,Male,Student,92025,Groceries,1
23,Female,Employee,57532,Clothing,1
16,Female,Self-employed,86569,Groceries,1
32,Female,Unemployed,29432,Books,0
16,Male,Student,86156,Groceries,1
40,Female,Employee,51680,Health,0
15,Male,Self-employed,68479,Clothing,1
28,Female,Student,55455,Health,0
17,Female,Employee,79612,Health,0
55,Male,Unemployed,22161,Books,0
18,Male,Student,26727,Electronics,0
20,Female,Self-employed,30423,Electronics,0
59,Male,Self-employed,16139,Clothing,0
29,Female,Student,37826,Books,0
32,Male,Student,81112,Books,0
61,Female,Employee,64230,Electronics,1
25,Female,Employee,19807,Clothing,0
28,Male,Student,99968,Groceries,1
64,Male,Employee,92178,Cosmetics,0
49,Male,Student,88974,Electronics,0
57,Male,Self-employed,87773,Cosmetics,0
21,Male,Unemployed,84012,Clothing,1
38,Female,Self-employed,10931,Cosmetics,0
57,Male,Unemployed,84449,Health,1
62,Male,Employee,12184,Clothing,0
48,Male,Student,63923,Electronics,0
28,Female,Unemployed,43526,Electronics,0
17,Female,Employee,97190,Groceries,1
28,Male,Employee,85001,Health,0
39,Female,Self-employed,95540,Books,0
15,Male,Employee,87431,Cosmetics,0
48,Female,Self-employed,96415,Groceries,1
19,Male,Self-employed,35655,Books,0
64,Female,Self-employed,13126,Clothing,0
44,Male,Student,24011,Clothing,0
29,Female,Self-employed,51834,Clothing,1
39,Male,Unemployed,51213,Electronics,0
54,Male,Unemployed,41677,Electronics,0
32,Male,Employee,53534,Electronics,1
47,Female,Self-employed,49033,Cosmetics,1
53,Male,Unemployed,75416,Health,1
46,Female,Student,23131,Groceries,1
32,Female,Self-employed,35725,Health,0
16,Female,Student,12044,Groceries,0
29,Male,Self-employed,42534,Clothing,1
45,Female,Student,91870,Electronics,0
64,Male,Self-employed,94480,Health,1
32,Male,Student,13334,Electronics,0
32,Female,Unemployed,73891,Electronics,0
26,Female,Employee,94391,Groceries,1
63,Female,Student,12952,Clothing,0
31,Male,Self-employed,22218,Groceries,1
18,Male,Unemployed,47026,Books,0
54,Male,Employee,84645,Clothing,1
38,Male,Employee,34835,Electronics,0
28,Male,Employee,66800,Electronics,1
32,Male,Self-employed,18338,Health,0
16,Male,Unemployed,11006,Electronics,0
57,Male,Unemployed,25311,Groceries,1
41,Female,Employee,73012,Electronics,1
60,Female,Unemployed,20863,Clothing,0
15,Female,Unemployed,54418,Clothing,1
20,Female,Employee,89030,Groceries,1
58,Male,Self-employed,43465,Health,1
19,Female,Student,61933,Electronics,0
48,Male,Employee,83232,Cosmetics,0
52,Male,Unemployed,56954,Groceries,1
51,Male,Employee,73140,Books,0
17,Male,Self-employed,41594,Cosmetics,0
34,Male,Self-employed,73942,Books,0
58,Male,Self-employed,40730,Books,0
19,Male,Self-employed,40939,Health,0
49,Male,Self-employed,62362,Clothing,1
50,Male,Employee,58688,Clothing,1
39,Male,Self-employed,67945,Groceries,1
44,Female,Student,95339,Books,0
16,Male,Employee,77452,Health,0
46,Male,Employee,68267,Books,0
32,Male,Student,94636,Groceries,1
58,Female,Unemployed,94204,Electronics,0
61,Male,Employee,89890,Books,0
61,Female,Employee,92661,Groceries,1
61,Female,Student,12174,Health,1
16,Female,Unemployed,59476,Groceries,1
55,Male,Employee,12052,Books,0
63,Male,Student,21822,Clothing,0
31,Male,Self-employed,46557,Groceries,1
26,Male,Self-employed,44206,Clothing,1
62,Male,Self-employed,73575,Health,1
56,Female,Student,28307,Books,1
40,Male,Self-employed,48248,Cosmetics,0
54,Female,Employee,86203,Clothing,1
21,Male,Employee,51390,Electronics,1
15,Male,Unemployed,78045,Books,0
58,Female,Student,56262,Health,1
17,Male,Student,51764,Health,0
34,Male,Student,35211,Clothing,1
32,Female,Unemployed,94833,Books,0
34,Male,Employee,17202,Health,0
17,Female,Self-employed,24640,Books,0
64,Male,Unemployed,54922,Health,1
29,Male,Student,27757,Books,1
51,Male,Employee,45210,Groceries,1
36,Male,Unemployed,54604,Clothing,1
47,Female,Student,15600,Groceries,1
52,Male,Unemployed,24764,Groceries,1
57,Female,Employee,94822,Books,0
55,Male,Student,21082,Clothing,0
43,Female,Unemployed,70793,Groceries,1
64,Male,Student,18752,Health,1
63,Female,Unemployed,64190,Books,0
61,Male,Unemployed,27416,Books,0
28,Female,Employee,44559,Clothing,1
49,Female,Self-employed,67710,Books,0
50,Female,Student,11030,Electronics,0
36,Male,Employee,53356,Clothing,1
59,Male,Unemployed,39492,Electronics,0
15,Male,Student,44432,Groceries,1
16,Male,Self-employed,29293,Groceries,1
41,Male,Self-employed,25863,Groceries,1
29,Male,Employee,82940,Electronics,1
57,Male,Student,59659,Health,1
45,Male,Self-employed,65041,Health,0
50,Female,Self-employed,75243,Books,0
52,Male,Student,73224,Health,1
45,Male,Employee,58216,Health,0
65,Female,Unemployed,14302,Health,1
34,Male,Self-employed,96549,Clothing,1
19,Male,Student,17609,Electronics,0
51,Female,Employee,88799,Groceries,1
40,Male,Self-employed,36614,Electronics,0
31,Female,Employee,73045,Clothing,1
24,Male,Student,69383,Groceries,1
46,Female,Student,19768,Electronics,0
17,Female,Unemployed,87830,Groceries,1
43,Male,Employee,71521,Cosmetics,0
51,Female,Unemployed,78096,Clothing,1
27,Male,Unemployed,69055,Clothing,1
18,Male,Unemployed,34326,Cosmetics,0
26,Female,Self-employed,46516,Electronics,1
45,Female,Employee,85006,Electronics,1
62,Female,Employee,52665,Groceries,1
36,Female,Student,48937,Groceries,1
50,Female,Unemployed,36895,Books,0
46,Male,Student,70397,Cosmetics,0
45,Male,Student,91580,Cosmetics,0
54,Female,Self-employed,64057,Cosmetics,1
17,Female,Student,74786,Electronics,0
49,Male,Student,38249,Health,1
40,Female,Unemployed,53019,Health,0
32,Female,Employee,59692,Groceries,1
40,Female,Student,73856,Health,0
48,Female,Student,52797,Clothing,1
59,Female,Unemployed,25882,Health,1
54,Male,Employee,76166,Cosmetics,0
17,Female,Self-employed,10440,Health,0
23,Female,Employee,24769,Electronics,0
45,Female,Self-employed,73038,Electronics,1
21,Male,Unemployed,37148,Cosmetics,0
51,Female,Self-employed,43633,Health,1
15,Male,Self-employed,76971,Groceries,1
48,Female,Unemployed,35374,Electronics,0
36,Male,Employee,41897,Cosmetics,0
22,Male,Unemployed,81716,Electronics,0
35,Female,Unemployed,75221,Groceries,1
65,Male,Self-employed,27767,Books,0
32,Male,Self-employed,39081,Clothing,1
49,Male,Student,81803,Books,0
33,Male,Student,57153,Health,0
19,Male,Self-employed,80539,Cosmetics,0
43,Female,Student,46164,Clothing,1
60,Female,Unemployed,87756,Health,1
26,Female,Unemployed,14699,Electronics,0
50,Male,Employee,25602,Cosmetics,0
53,Male,Self-employed,36456,Clothing,1
42,Female,Student,25374,Electronics,0
48,Male,Self-employed,19178,Electronics,0
49,Male,Employee,12962,Groceries,0
28,Male,Unemployed,57517,Cosmetics,0
33,Female,Employee,18390,Health,0
42,Female,Student,75320,Books,0
18,Male,Employee,24333,Books,0
60,Male,Unemployed,77889,Groceries,1
38,Female,Employee,13746,Groceries,0
58,Female,Employee,27812,Groceries,1
16,Male,Employee,50650,Books,0
50,Female,Self-employed,96844,Books,0
58,Male,Unemployed,61810,Electronics,0
63,Female,Student,55577,Electronics,0
20,Female,Unemployed,20841,Clothing,0
24,Female,Student,79317,Cosmetics,1
22,Female,Student,96788,Clothing,1
45,Female,Student,23151,Books,1
32,Male,Unemployed,65868,Books,0
16,Female,Unemployed,67699,Electronics,0
32,Male,Unemployed,49139,Clothing,1
44,Male,Student,38060,Books,0
40,Female,Unemployed,67658,Health,0
40,Female,Self-employed,87261,Clothing,1
65,Male,Employee,56449,Groceries,1
29,Male,Employee,51336,Cosmetics,0
53,Female,Unemployed,82132,Cosmetics,1
54,Male,Unemployed,60974,Cosmetics,0
22,Female,Self-employed,59965,Cosmetics,1
34,Female,Unemployed,23433,Groceries,1
64,Female,Unemployed,71856,Clothing,1
63,Male,Student,96035,Electronics,0
63,Male,Unemployed,61487,Electronics,0
50,Female,Student,84248,Clothing,1
17,Male,Student,90296,Health,0
18,Female,Employee,32226,Cosmetics,1
54,Male,Unemployed,47449,Electronics,0
63,Male,Unemployed,16205,Health,1
42,Female,Employee,16901,Clothing,0
19,Female,Student,64125,Electronics,0
28,Female,Student,86392,Cosmetics,1
50,Female,Self-employed,16795,Electronics,0
33,Male,Employee,21892,Books,0
17,Male,Employee,18252,Health,0
49,Male,Self-employed,26722,Cosmetics,0
41,Male,Student,95519,Health,0
60,Female,Self-employed,42924,Electronics,1
36,Female,Unemployed,84316,Health,0
59,Female,Employee,65299,Cosmetics,1
53,Female,Self-employed,60288,Cosmetics,1
33,Male,Employee,30121,Groceries,1
30,Female,Employee,54358,Groceries,1
43,Female,Unemployed,11685,Groceries,0
44,Female,Student,72237,Clothing,1
44,Male,Employee,74131,Electronics,1
17,Male,Student,83294,Cosmetics,0
26,Female,Self-employed,81307,Electronics,1
50,Female,Employee,75166,Books,0
60,Male,Self-employed,79463,Cosmetics,0
31,Female,Employee,85024,Groceries,1
22,Female,Self-employed,71603,Clothing,1
41,Female,Unemployed,42245,Electronics,0
57,Male,Unemployed,82201,Groceries,1
35,Female,Employee,20259,Books,0
29,Female,Employee,68813,Electronics,1
23,Female,Employee,73631,Groceries,1
47,Female,Employee,29993,Cosmetics,1
19,Female,Student,73123,Cosmetics,1
50,Male,Self-employed,47998,Groceries,1
18,Female,Student,93918,Electronics,0
15,Female,Employee,22443,Electronics,0
47,Male,Unemployed,83358,Groceries,1
48,Male,Self-employed,70559,Books,0
47,Female,Unemployed,86531,Clothing,1
52,Male,Employee,78393,Health,1
30,Male,Unemployed,42226,Clothing,1
61,Female,Unemployed,74272,Cosmetics,1
38,Female,Employee,87790,Electronics,1
62,Male,Unemployed,42949,Health,1
53,Female,Student,61209,Clothing,1
33,Male,Unemployed,26784,Electronics,0
55,Male,Self-employed,27365,Groceries,1
58,Male,Self-employed,10498,Clothing,0
49,Female,Self-employed,62677,Books,0
43,Female,Student,40499,Electronics,0
20,Female,Student,81875,Clothing,1
50,Female,Student,71273,Books,0
48,Male,Student,46475,Clothing,1
61,Male,Student,20954,Cosmetics,0
29,Female,Student,22116,Clothing,0
22,Male,Employee,75102,Clothing,1
44,Male,Self-employed,53217,Groceries,1
22,Male,Employee,55250,Health,0
26,Male,Unemployed,73278,Groceries,1
41,Female,Employee,67854,Cosmetics,1
24,Male,Student,83240,Books,0
48,Female,Student,56444,Books,0
57,Male,Student,81273,Books,0
42,Female,Student,27839,Cosmetics,1
17,Female,Self-employed,32911,Health,0
18,Female,Employee,71704,Electronics,1
62,Male,Employee,14088,Health,1
28,Female,Unemployed,77106,Health,0
17,Male,Employee,32651,Health,0
60,Female,Employee,24038,Electronics,0
17,Female,Employee,77117,Health,0
26,Male,Student,62135,Health,0
64,Male,Unemployed,31810,Clothing,1
63,Female,Self-employed,74339,Health,1
37,Male,Self-employed,66530,Groceries,1
34,Male,Unemployed,99057,Cosmetics,0
35,Male,Unemployed,55768,Electronics,0
52,Male,Unemployed,26321,Health,1
24,Female,Student,53431,Electronics,0
55,Female,Unemployed,62905,Electronics,0
56,Female,Self-employed,56085,Books,0
52,Female,Student,45028,Groceries,1
64,Female,Employee,12731,Groceries,0
63,Male,Unemployed,22041,Clothing,0
62,Male,Employee,19141,Health,1
60,Male,Self-employed,68419,Electronics,1
35,Female,Self-employed,29759,Clothing,1
60,Male,Unemployed,17324,Health,1
46,Female,Student,44081,Groceries,1
54,Male,Employee,44252,Groceries,1
44,Male,Employee,70558,Health,0
50,Male,Unemployed,92589,Clothing,1
40,Female,Self-employed,34772,Books,0
29,Female,Employee,38416,Books,0
41,Female,Self-employed,54034,Groceries,1
18,Male,Unemployed,85257,Books,0
54,Male,Employee,50780,Cosmetics,0
31,Female,Self-employed,84017,Books,0
29,Male,Self-employed,86762,Electronics,1
54,Male,Student,16329,Books,1
32,Male,Unemployed,84884,Groceries,1
21,Female,Unemployed,76276,Clothing,1
41,Female,Employee,10557,Health,0
29,Female,Employee,77321,Clothing,1
65,Female,Self-employed,17582,Electronics,0
25,Male,Self-employed,92597,Health,0
30,Female,Student,67322,Health,0
63,Female,Self-employed,46486,Books,0
41,Female,Employee,37446,Electronics,0
65,Male,Self-employed,89377,Clothing,1
41,Male,Employee,62328,Electronics,1
61,Female,Self-employed,32390,Clothing,1
51,Female,Employee,19433,Groceries,1
54,Female,Student,38191,Groceries,1
23,Female,Self-employed,47657,Books,0
23,Female,Student,27029,Health,0
65,Female,Self-employed,48913,Cosmetics,1
26,Male,Student,82172,Clothing,1
62,Female,Student,72220,Health,1
31,Female,Student,88072,Cosmetics,1
53,Male,Employee,66150,Books,0
61,Male,Student,42123,Books,0
17,Female,Unemployed,97312,Health,0
32,Male,Self-employed,70034,Groceries,1
51,Male,Unemployed,77891,Cosmetics,0
32,Female,Self-employed,91568,Health,0
17,Male,Student,65663,Clothing,1
65,Male,Employee,82422,Cosmetics,0
21,Female,Student,21655,Books,1
49,Male,Employee,30851,Cosmetics,0
49,Male,Unemployed,62962,Books,0
36,Female,Employee,75595,Electronics,1
17,Male,Student,16361,Books,1
48,Male,Student,40940,Health,1
41,Female,Employee,37964,Cosmetics,1
56,Female,Unemployed,24808,Groceries,1
46,Male,Unemployed,63811,Groceries,1
18,Male,Student,84521,Books,0
40,Male,Self-employed,62970,Clothing,1
34,Female,Unemployed,38167,Groceries,1
61,Male,Unemployed,45468,Electronics,0
57,Female,Employee,21381,Health,1
15,Male,Unemployed,92156,Books,0
37,Male,Self-employed,86181,Groceries,1
46,Female,Self-employed,93995,Electronics,1
39,Male,Student,43170,Electronics,0
27,Male,Unemployed,82566,Electronics,0
23,Female,Self-employed,95535,Books,0
60,Female,Unemployed,65284,Electronics,0
65,Male,Employee,65423,Health,1
53,Female,Unemployed,58906,Clothing,1
37,Male,Unemployed,93012,Clothing,1
23,Male,Self-employed,47235,Cosmetics,0
43,Female,Employee,23269,Clothing,0
59,Male,Employee,45267,Health,1
63,Male,Student,22725,Health,1
49,Female,Unemployed,50895,Books,0
59,Male,Employee,64923,Clothing,1
31,Male,Student,40464,Clothing,1
21,Female,Student,37619,Clothing,1
20,Female,Employee,92918,Groceries,1
51,Male,Student,13018,Groceries,0
57,Male,Student,24309,Cosmetics,0
40,Female,Employee,46142,Clothing,1
17,Female,Unemployed,53698,Cosmetics,1
51,Male,Unemployed,99912,Clothing,1
22,Female,Employee,91481,Groceries,1
22,Female,Self-employed,81491,Health,0
58,Male,Self-employed,41899,Cosmetics,0
18,Male,Employee,81160,Electronics,1
25,Male,Employee,66246,Cosmetics,0
21,Female,Unemployed,87214,Health,0
56,Female,Unemployed,83030,Cosmetics,1
42,Male,Self-employed,52850,Groceries,1
53,Female,Student,28923,Cosmetics,1
60,Male,Self-employed,34605,Groceries,1
61,Male,Self-employed,35831,Groceries,1
57,Female,Student,35325,Cosmetics,1
59,Male,Employee,10587,Electronics,0
31,Female,Self-employed,69558,Clothing,1
21,Female,Employee,81709,Electronics,1
16,Female,Unemployed,84402,Clothing,1
30,Female,Student,78411,Groceries,1
42,Female,Self-employed,58145,Health,0
34,Female,Self-employed,16430,Groceries,1
37,Male,Self-employed,77435,Groceries,1
39,Female,Student,47448,Health,0
58,Male,Unemployed,36938,Books,0
60,Male,Student,67295,Cosmetics,0
45,Female,Unemployed,59970,Cosmetics,1
35,Female,Unemployed,66173,Cosmetics,1
22,Male,Employee,96394,Electronics,1
37,Female,Unemployed,71667,Clothing,1
50,Female,Self-employed,79701,Electronics,1
43,Male,Student,27149,Clothing,1
34,Female,Student,46723,Books,0
21,Male,Employee,90147,Health,0
39,Male,Unemployed,22486,Cosmetics,0
61,Male,Unemployed,69084,Clothing,1
19,Female,Employee,10863,Electronics,0
58,Female,Student,65629,Clothing,1
23,Male,Unemployed,21402,Clothing,0
48,Female,Unemployed,47715,Cosmetics,1
40,Male,Student,47535,Groceries,1
40,Female,Student,86230,Electronics,0
25,Female,Self-employed,27980,Books,0
40,Male,Student,13398,Cosmetics,0
38,Female,Unemployed,77091,Cosmetics,1
35,Male,Self-employed,32367,Cosmetics,0
32,Male,Student,68096,Clothing,1
45,Male,Employee,83519,Health,0
53,Female,Unemployed,11992,Electronics,0
15,Female,Unemployed,82611,Health,0
45,Male,Self-employed,14510,Health,0
35,Male,Student,90283,Cosmetics,0
15,Male,Student,66836,Books,0
17,Male,Student,38162,Cosmetics,0
57,Male,Student,40064,Electronics,0
56,Male,Employee,29613,Groceries,1
24,Male,Employee,93324,Groceries,1
54,Female,Self-employed,79168,Books,0
50,Female,Student,68976,Health,1
52,Female,Employee,44080,Health,1
60,Male,Self-employed,82166,Health,1
51,Male,Student,59811,Cosmetics,0
45,Male,Employee,66382,Clothing,1
20,Female,Employee,98466,Health,0
64,Male,Self-employed,60534,Clothing,1
35,Male,Student,81000,Groceries,1
24,Female,Student,34803,Cosmetics,1
42,Male,Student,58771,Electronics,0
17,Female,Self-employed,41836,Cosmetics,1
20,Male,Unemployed,24442,Cosmetics,0
17,Male,Employee,76360,Electronics,1
65,Female,Unemployed,54044,Groceries,1
29,Male,Self-employed,59975,Cosmetics,0
46,Female,Student,12622,Electronics,0
59,Female,Self-employed,32160,Clothing,1
17,Male,Employee,81451,Clothing,1
45,Male,Student,92051,Books,0
60,Male,Self-employed,48112,Health,1
26,Male,Employee,37109,Health,0
64,Female,Student,20084,Clothing,0
15,Male,Self-employed,41274,Cosmetics,0
41,Male,Unemployed,74581,Electronics,0
39,Male,Student,24208,Groceries,1
37,Female,Employee,88734,Health,0
22,Female,Student,28845,Health,0
32,Male,Student,79342,Health,0
43,Female,Student,89019,Groceries,1
62,Male,Employee,91021,Electronics,1
33,Female,Self-employed,11566,Clothing,0
19,Male,Unemployed,59813,Clothing,1
47,Male,Unemployed,18044,Groceries,1
54,Female,Unemployed,87133,Groceries,1
43,Female,Unemployed,39737,Cosmetics,1
18,Female,Employee,34121,Clothing,1
22,Male,Employee,66068,Clothing,1
38,Male,Employee,87895,Clothing,1
35,Male,Unemployed,11771,Groceries,0
22,Male,Employee,10750,Cosmetics,0
26,Female,Employee,27183,Health,0
54,Female,Student,17127,Clothing,0
60,Female,Employee,86186,Cosmetics,1
16,Female,Unemployed,38180,Electronics,0
39,Male,Unemployed,58152,Groceries,1
58,Male,Employee,16396,Cosmetics,0
47,Male,Student,81895,Clothing,1
25,Male,Unemployed,30975,Cosmetics,0
29,Male,Unemployed,81270,Electronics,0
55,Female,Unemployed,15719,Electronics,0
22,Female,Self-employed,50994,Clothing,1
36,Female,Self-employed,39464,Clothing,1
30,Male,Student,42704,Cosmetics,0
50,Male,Unemployed,81444,Electronics,0
59,Male,Unemployed,50151,Health,1
20,Male,Employee,50859,Cosmetics,0
26,Male,Self-employed,89802,Electronics,1
43,Male,Unemployed,56765,Electronics,0
43,Male,Employee,76243,Electronics,1
28,Male,Self-employed,97191,Health,0
17,Female,Employee,90329,Books,0
37,Male,Self-employed,77222,Electronics,1
48,Male,Employee,70166,Clothing,1
37,Male,Employee,96554,Groceries,1
57,Female,Student,49790,Clothing,1
37,Female,Unemployed,45275,Books,0
44,Female,Unemployed,60585,Groceries,1
45,Male,Unemployed,32261,Health,0
29,Female,Student,36286,Health,0
26,Female,Self-employed,57758,Health,0
45,Female,Student,76553,Clothing,1
41,Male,Employee,12878,Cosmetics,0
62,Male,Employee,23930,Electronics,0
40,Female,Unemployed,25052,Electronics,0
26,Female,Employee,10253,Health,0
27,Male,Student,19074,Electronics,0
53,Male,Unemployed,75573,Electronics,0
36,Female,Student,74212,Health,0
21,Female,Unemployed,89969,Groceries,1
26,Female,Student,55893,Books,0
49,Male,Self-employed,36245,Groceries,1
48,Male,Self-employed,12192,Electronics,0
26,Male,Unemployed,63932,Electronics,0
64,Male,Student,77095,Books,0
43,Female,Unemployed,27328,Clothing,1
19,Female,Unemployed,98806,Groceries,1
25,Female,Self-employed,14335,Clothing,0
55,Male,Employee,32535,Health,1
15,Male,Unemployed,69825,Cosmetics,0
62,Male,Unemployed,83323,Clothing,1
57,Female,Unemployed,45735,Cosmetics,1
62,Male,Student,28079,Books,1
54,Female,Unemployed,97071,Electronics,0
62,Male,Student,61932,Electronics,0
20,Female,Employee,22606,Cosmetics,1
28,Male,Student,15024,Electronics,0
33,Female,Student,88214,Electronics,0
48,Female,Self-employed,33069,Health,1
65,Male,Self-employed,84499,Books,0
26,Male,Student,32899,Health,0
57,Male,Student,88141,Books,0
29,Male,Unemployed,23700,Health,0
45,Female,Student,74226,Electronics,0
35,Male,Student,76738,Cosmetics,0
61,Male,Unemployed,27062,Books,0
60,Male,Unemployed,54359,Cosmetics,0
51,Female,Unemployed,72896,Books,0
54,Female,Unemployed,55702,Health,1
33,Male,Student,48690,Cosmetics,0
29,Female,Employee,28058,Books,0
